"","date","PM2.5"
"1",2022-12-31 08:00:00,98.2916666666667
"2",2022-12-31 09:00:00,20.4666666666667
"3",2022-12-31 10:00:00,17.4
"4",2022-12-31 11:00:00,10.1666666666667
"5",2022-12-31 12:00:00,8.32142857142857
"6",2022-12-31 13:00:00,7.65384615384615
"7",2022-12-31 14:00:00,7.88
"8",2022-12-31 15:00:00,7.30769230769231
"9",2022-12-31 16:00:00,7.44827586206897
"10",2022-12-31 17:00:00,10.3333333333333
"11",2022-12-31 18:00:00,10.6666666666667
"12",2022-12-31 19:00:00,14.2666666666667
"13",2022-12-31 20:00:00,23.2333333333333
"14",2022-12-31 21:00:00,19.3666666666667
"15",2022-12-31 22:00:00,73.3333333333333
"16",2022-12-31 23:00:00,123.866666666667
"17",2023-01-01 00:00:00,111.366666666667
"18",2023-01-01 01:00:00,121.733333333333
"19",2023-01-01 02:00:00,107.533333333333
"20",2023-01-01 03:00:00,86.9
"21",2023-01-01 04:00:00,108.133333333333
"22",2023-01-01 05:00:00,98.5
"23",2023-01-01 06:00:00,63.2333333333333
"24",2023-01-01 07:00:00,68.9666666666667
"25",2023-01-01 08:00:00,186.857142857143
