"","date","PM2.5"
"1",2022-12-31 08:00:00,20.0833333333333
"2",2022-12-31 09:00:00,27.4
"3",2022-12-31 10:00:00,23.8
"4",2022-12-31 11:00:00,18.1333333333333
"5",2022-12-31 12:00:00,14.1666666666667
"6",2022-12-31 13:00:00,14.7333333333333
"7",2022-12-31 14:00:00,14.3666666666667
"8",2022-12-31 15:00:00,14.1666666666667
"9",2022-12-31 16:00:00,22.2
"10",2022-12-31 17:00:00,27.3333333333333
"11",2022-12-31 18:00:00,46.2666666666667
"12",2022-12-31 19:00:00,23.8666666666667
"13",2022-12-31 20:00:00,28.5333333333333
"14",2022-12-31 21:00:00,42.6333333333333
"15",2022-12-31 22:00:00,35.9
"16",2022-12-31 23:00:00,43.4
"17",2023-01-01 00:00:00,43.2333333333333
"18",2023-01-01 01:00:00,73.7333333333333
"19",2023-01-01 02:00:00,83.2333333333333
"20",2023-01-01 03:00:00,77.3333333333333
"21",2023-01-01 04:00:00,62.8333333333333
"22",2023-01-01 05:00:00,61.9
"23",2023-01-01 06:00:00,51.2333333333333
"24",2023-01-01 07:00:00,55.9
"25",2023-01-01 08:00:00,55.5714285714286
